session_id,log_path,line_number,timestamp,image_path,filename,frame_type,binning,exposure_seconds,gain,offset,target_name,telescope,camera_temperature_c,filter_name,sequence_number
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1070,2026-07-14T03:12:53.5918,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0093_2026-07-14_03-02-40_FWHM_6.58_Fok_116140.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0093_2026-07-14_03-02-40_FWHM_6.58_Fok_116140.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0093
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1091,2026-07-14T03:23:27.6697,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C_LPRO_0094_2026-07-14_03-13-15_FWHM_6.57_Fok_116140.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C_LPRO_0094_2026-07-14_03-13-15_FWHM_6.57_Fok_116140.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-10.00,LPRO,0094
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1116,2026-07-14T03:34:09.6974,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0095_2026-07-14_03-23-55_FWHM_6.44_Fok_116140.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0095_2026-07-14_03-23-55_FWHM_6.44_Fok_116140.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0095
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1137,2026-07-14T03:44:26.1471,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0096_2026-07-14_03-34-12_FWHM_6.69_Fok_116140.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0096_2026-07-14_03-34-12_FWHM_6.69_Fok_116140.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0096
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1158,2026-07-14T03:54:41.5425,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0097_2026-07-14_03-44-28_FWHM_6.75_Fok_116140.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0097_2026-07-14_03-44-28_FWHM_6.75_Fok_116140.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0097
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1183,2026-07-14T04:05:08.0364,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0098_2026-07-14_03-54-54_FWHM_6.62_Fok_116140.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0098_2026-07-14_03-54-54_FWHM_6.62_Fok_116140.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0098
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1204,2026-07-14T04:15:36.7526,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0099_2026-07-14_04-05-23_FWHM_6.08_Fok_116140.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0099_2026-07-14_04-05-23_FWHM_6.08_Fok_116140.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0099
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1277,2026-07-14T04:26:16.1878,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0100_2026-07-14_04-16-03_FWHM_6.75_Fok_116140.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C_LPRO_0100_2026-07-14_04-16-03_FWHM_6.75_Fok_116140.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0100
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1762,2026-07-15T00:22:34.2449,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0000_2026-07-15_00-12-18_FWHM_8.45_Fok_113360.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0000_2026-07-15_00-12-18_FWHM_8.45_Fok_113360.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0000
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1837,2026-07-15T00:35:16.2961,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0001_2026-07-15_00-25-01_FWHM_7.70_Fok_114623.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0001_2026-07-15_00-25-01_FWHM_7.70_Fok_114623.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0001
