PHD2 version 2.6.14 [Windows], Log version 2.5. Log enabled at 2026-08-10 20:40:06
INFO: Guiding parameter change, MultiStar = true

Guiding Begins at 2026-08-10 22:18:22
Equipment Profile = SW4P_EVO
Dither = both axes, Dither scale = 1.000, Image noise reduction = 2x2 mean, Guide-frame time lapse = 0, Server enabled
Pixel scale = 2.91 arc-sec/px, Binning = 1, Focal length = 266 mm
Search region = 15 px, Star mass tolerance = 50.0%, Multi-star mode, list size = 12
 Camera = ZWO ASI120MM Mini (ASCOM), full size = 1280 x 960, have dark, dark dur = 1500, no defect map, pixel size = 3.8 um
Exposure = 1500 ms
Mount = GPUSB, connected, guiding enabled, AuxMount=CPWI_ASCOM_Telescope, xAngle = 154.7, xRate = 4.406, yAngle = -115.3, yRate = 5.100, parity = +/+
Norm rates RA = 13.9"/s @ dec 0, Dec = 14.8"/s; ortho.err. = 0.0 deg
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.130
Y guide algorithm = Resist Switch, Minimum move = 0.200 Aggression = 100% FastSwitch = enabled
Backlash comp = enabled, pulse = 1033 ms
Max RA duration = 2500, Max DEC duration = 2500, DEC guide mode = Auto
RA Guide Speed = 14.9 a-s/s, Dec Guide Speed = 14.9 a-s/s, Cal Dec = 0.0, Last Cal Issue = None, Timestamp = 15/07/2026 22:18:28
RA = 20.01 hr, Dec = 22.8 deg, Hour angle = -1.65 hr, Pier side = West, Rotator pos = N/A, Alt = 61.6 deg, Az = 126.0 deg
Lock position = 1264.014, 898.051, Star position = 1264.014, 898.051, HFD = 2.99 px
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
2070,4627.398,"Mount",-0.145,-0.051,0.109,0.108,0.000,0.000,0,,0,,,,93193,128.50,0
2071,4628.752,"Mount",-0.165,-0.114,0.100,0.173,0.000,0.000,0,,0,,,,84728,120.13,0
2072,4630.644,"Mount",-0.595,0.005,0.540,0.250,0.340,0.000,77,W,0,,,,105553,143.10,0
2073,4631.860,"Mount",-0.080,-0.305,-0.058,0.310,0.000,0.000,0,,0,,,,93636,129.07,0
2074,4633.436,"Mount",0.053,-0.120,-0.099,0.086,0.000,0.000,0,,0,,,,90758,131.37,0
2075,4634.982,"Mount",0.241,0.072,-0.187,-0.168,-0.118,0.000,27,E,0,,,,113225,144.60,0
2076,4636.235,"Mount",-0.082,-0.001,0.074,0.036,0.000,0.000,0,,0,,,,107187,141.68,0
2077,4637.622,"Mount",0.031,0.206,0.060,-0.199,0.000,0.000,0,,0,,,,97266,133.43,0
2078,4638.875,"Mount",-0.068,0.126,0.115,-0.085,0.000,0.000,0,,0,,,,98518,134.01,0
2079,4640.080,"Mount",-0.071,-0.300,-0.064,0.302,0.000,0.000,0,,0,,,,107961,135.40,0
2080,4641.118,"Mount",0.046,0.034,-0.027,-0.051,0.000,0.000,0,,0,,,,101179,132.36,0
2081,4642.325,"Mount",-0.087,-0.099,0.036,0.127,0.000,0.000,0,,0,,,,109565,150.29,0
2082,4643.835,"Mount",-0.123,-0.089,0.073,0.133,0.000,0.000,0,,0,,,,99408,134.96,0
2083,4645.466,"Mount",-0.060,-0.069,0.025,0.088,0.000,0.000,0,,0,,,,110998,139.12,0
2084,4646.788,"Mount",-0.022,0.071,0.051,-0.055,0.000,0.000,0,,0,,,,90945,123.96,0
2085,4648.011,"Mount",0.070,-0.175,-0.138,0.128,-0.087,0.000,20,E,0,,,,103519,134.81,0
2086,4649.588,"Mount",0.034,-0.498,-0.244,0.435,-0.160,0.000,36,E,0,,,,99300,133.46,0
2087,4651.006,"Mount",-0.480,0.117,0.484,0.099,0.294,0.000,67,W,0,,,,96187,129.11,0
2088,4653.824,"Mount",0.078,-0.442,-0.259,0.366,-0.143,0.366,32,E,1114,S,,,108145,133.90,0
2089,4655.846,"Mount",-0.207,-0.131,0.131,0.207,0.072,0.207,16,W,41,S,,,93546,144.47,0
2090,4659.019,"Mount",0.504,1.408,0.146,-1.489,0.097,-1.489,22,W,1334,N,,,106895,130.20,0
2091,4660.722,"Mount",-0.209,0.977,0.606,-0.794,0.389,-0.794,88,W,156,N,,,100368,144.33,0
2092,4662.405,"Mount",0.265,0.257,-0.130,-0.346,0.000,-0.346,0,,68,N,,,102205,142.53,0
2093,4663.950,"Mount",-0.025,-0.392,-0.145,0.365,-0.092,0.000,21,E,0,,,,104696,142.16,0
2094,4665.468,"Mount",-0.488,-0.327,0.302,0.505,0.184,0.000,42,W,0,,,,98021,146.76,0
2095,4666.950,"Mount",-0.088,0.099,0.122,-0.052,0.000,0.000,0,,0,,,,102881,137.83,0
2096,4668.051,"Mount",-0.098,-0.110,0.041,0.141,0.000,0.000,0,,0,,,,96776,135.29,0
2097,4669.445,"Mount",-0.178,-0.546,-0.073,0.570,0.000,0.000,0,,0,,,,110988,135.88,0
2098,4670.938,"Mount",-0.001,-0.292,-0.124,0.264,0.000,0.000,0,,0,,,,92481,117.44,0
2099,4671.996,"Mount",-0.094,0.072,0.116,-0.024,0.000,0.000,0,,0,,,,98607,129.09,0
2100,4673.856,"Mount",-0.135,0.343,0.268,-0.252,0.169,0.000,38,W,0,,,,97661,136.07,0
2101,4675.012,"Mount",0.053,-0.329,-0.188,0.275,-0.107,0.000,24,E,0,,,,108802,139.03,0
2102,4676.193,"Mount",0.052,-0.439,-0.235,0.375,-0.155,0.000,35,E,0,,,,104456,136.91,0
2103,4677.916,"Mount",-0.448,0.188,0.485,0.022,0.295,0.000,67,W,0,,,,101802,141.96,0
2104,4680.828,"Mount",0.311,-0.552,-0.517,0.366,-0.305,0.366,69,E,1114,S,,,102886,131.51,0
2105,4682.538,"Mount",-0.549,0.025,0.506,0.212,0.298,0.212,68,W,42,S,,,96666,146.19,0
2106,4683.797,"Mount",0.418,-0.100,-0.421,-0.088,-0.244,0.000,55,E,0,,,,103036,155.82,0
2107,4685.229,"Mount",-0.186,0.163,0.238,-0.068,0.133,0.000,30,W,0,,,,109187,136.88,0
2108,4686.373,"Mount",0.205,0.276,-0.067,-0.337,0.000,0.000,0,,0,,,,97921,135.85,0
2109,4687.656,"Mount",0.051,0.104,-0.002,-0.116,0.000,0.000,0,,0,,,,112051,128.93,0
2110,4689.541,"Mount",0.247,-0.073,-0.254,-0.040,-0.160,0.000,36,E,0,,,,105041,148.16,0
2111,4690.632,"Mount",-0.048,0.196,0.127,-0.157,0.000,0.000,0,,0,,,,111234,145.23,0
2112,4692.326,"Mount",-0.286,0.429,0.442,-0.266,0.278,0.000,63,W,0,,,,99652,136.36,0
2113,4693.781,"Mount",-0.127,0.169,0.187,-0.098,0.137,0.000,31,W,0,,,,98728,143.77,0
2114,4694.938,"Mount",1.068,-0.676,-1.255,0.155,-0.781,0.000,177,E,0,,,,108741,129.81,0
2115,4695.930,"Mount",0.106,0.195,-0.012,-0.222,0.000,0.000,0,,0,,,,105831,145.44,0
2116,4697.437,"Mount",-0.023,0.173,0.095,-0.146,0.000,0.000,0,,0,,,,94846,140.40,0
2117,4698.711,"Mount",-0.074,-0.222,-0.028,0.233,0.000,0.000,0,,0,,,,107997,139.07,0
2118,4700.678,"Mount",-0.508,0.094,0.499,0.132,0.314,0.000,71,W,0,,,,104271,126.54,0
2119,4701.514,"Mount",0.417,-0.388,-0.543,0.173,-0.320,0.000,73,E,0,,,,93210,132.12,0
2120,4703.579,"Mount",-0.012,-0.423,-0.170,0.388,-0.129,0.388,29,E,76,S,,,100452,132.09,0
2121,4705.953,"Mount",0.198,0.789,0.158,-0.798,0.091,-0.798,21,W,1198,N,,,99487,137.07,0
2122,4706.755,"Mount",-0.198,0.206,0.267,-0.102,0.175,0.000,40,W,0,,,,95479,131.35,0
2123,4707.740,"Mount",0.053,0.281,0.072,-0.276,0.000,-0.276,0,,54,N,,,92584,130.47,0
2124,4709.882,"Mount",-0.006,-0.038,-0.011,0.037,0.000,0.000,0,,0,,,,101790,136.13,0
INFO: SET LOCK POSITION, new lock pos = 1257.105, 886.344
INFO: DITHER by 2.105, 0.135, new lock pos = 1255.144, 887.121
INFO: SETTLING STATE CHANGE, Settling started
2125,4714.010,"Mount",0.433,-0.217,-0.484,0.011,-0.305,0.000,69,E,0,,,,108915,146.59,0
2126,4717.967,"Mount",1.961,-0.777,-2.105,-0.135,-2.105,-0.135,478,E,27,N,,,107347,150.04,0
2127,4720.666,"Mount",-3.915,1.057,3.991,0.717,2.515,0.717,571,W,1230,S,,,108264,155.59,0
2128,4721.889,"Mount",-1.803,0.017,1.637,0.755,1.208,0.755,274,W,148,S,,,107775,162.82,0
2129,4722.784,"Mount",-0.606,0.186,0.628,0.090,0.480,0.000,109,W,0,,,,109642,127.27,0
2130,4723.810,"Mount",-0.200,-0.239,0.079,0.302,0.000,0.302,0,,59,S,,,105483,132.98,0
2131,4724.752,"Mount",-0.495,-0.056,0.424,0.262,0.267,0.262,61,W,51,S,,,103634,134.91,0
2132,4725.393,"Mount",0.229,0.324,-0.068,-0.391,0.000,0.000,0,,0,,,,94986,127.23,0
2133,4726.190,"Mount",0.262,-0.191,-0.319,0.061,-0.201,0.000,46,E,0,,,,98292,125.99,0
2134,4726.904,"Mount",0.210,0.107,-0.144,-0.187,-0.105,0.000,24,E,0,,,,102233,146.79,0
2135,4727.577,"Mount",0.116,-0.057,-0.130,0.002,0.000,0.000,0,,0,,,,102409,148.28,0
2136,4728.441,"Mount",0.351,0.268,-0.203,-0.392,-0.128,0.000,29,E,0,,,,102487,149.86,0
2137,4729.247,"Mount",0.449,-0.370,-0.564,0.142,-0.364,0.000,83,E,0,,,,98964,137.70,0
2138,4729.912,"Mount",0.011,0.360,0.144,-0.330,0.065,0.000,15,W,0,,,,101965,134.10,0
2139,4730.586,"Mount",-0.322,0.174,0.365,-0.019,0.234,0.000,53,W,0,,,,91344,133.56,0
2140,4731.211,"Mount",0.409,-0.052,-0.392,-0.128,-0.231,0.000,52,E,0,,,,102853,145.31,0
2141,4731.872,"Mount",-0.225,0.015,0.209,0.083,0.116,0.000,26,W,0,,,,100768,132.13,0
2142,4733.728,"Mount",0.273,0.109,-0.200,-0.216,-0.118,-0.216,27,E,1190,N,,,105446,149.63,0
2143,4734.412,"Mount",-0.752,-0.250,0.573,0.547,0.353,0.000,80,W,0,,,,97755,131.65,0
INFO: Guiding parameter change, Exposure = 4000 ms
INFO: SETTLING STATE CHANGE, Settling complete
2144,4735.052,"Mount",0.045,-0.566,-0.282,0.492,-0.153,0.000,35,E,0,,,,101823,139.88,0
2145,4739.592,"Mount",0.304,-0.676,-0.564,0.481,-0.366,0.000,83,E,0,,,,1375159,661.00,0
2146,4743.936,"Mount",0.209,-0.705,-0.490,0.548,-0.334,0.000,76,E,0,,,,1434282,650.20,0
2147,4749.920,"Mount",0.002,-0.705,-0.303,0.636,-0.214,0.636,49,E,1273,S,,,1390563,692.70,0
2148,4754.696,"Mount",0.382,-0.427,-0.528,0.223,-0.348,0.223,79,E,44,S,,,1470262,674.42,0
2149,4759.454,"Mount",0.285,0.107,-0.212,-0.219,-0.158,0.000,36,E,0,,,,1421579,679.21,0
2150,4764.247,"Mount",0.412,0.033,-0.359,-0.206,-0.237,0.000,54,E,0,,,,1449869,687.87,0
2151,4768.760,"Mount",-0.141,0.019,0.135,0.043,0.069,0.000,16,W,0,,,,1444211,623.03,0
2152,4773.156,"Mount",0.371,0.068,-0.306,-0.220,-0.188,0.000,43,E,0,,,,1403859,654.90,0
2153,4778.032,"Mount",0.424,-0.122,-0.435,-0.071,-0.287,0.000,65,E,0,,,,1418367,640.20,0
2154,4782.289,"Mount",0.085,0.048,-0.056,-0.080,0.000,0.000,0,,0,,,,1445095,690.01,0
2155,4787.674,"Mount",-0.688,0.039,0.639,0.258,0.402,0.258,91,W,51,S,,,1362087,639.62,0
2156,4792.848,"Mount",0.265,0.018,-0.232,-0.130,-0.118,0.000,27,E,0,,,,1416581,588.31,0
2157,4797.752,"Mount",0.098,-0.015,-0.095,-0.028,0.000,0.000,0,,0,,,,1413493,606.97,0
2158,4802.841,"Mount",0.383,0.045,-0.327,-0.204,-0.206,0.000,47,E,0,,,,1389650,624.07,0
2159,4808.275,"Mount",-0.363,0.133,0.385,0.035,0.228,0.000,52,W,0,,,,1429833,614.84,0
2160,4812.848,"Mount",-0.408,0.074,0.401,0.108,0.268,0.000,61,W,0,,,,1483106,651.22,0
2161,4818.409,"Mount",0.651,-0.042,-0.607,-0.240,-0.364,0.000,83,E,0,,,,1465456,647.65,0
2162,4823.578,"Mount",0.012,-0.291,-0.136,0.258,-0.111,0.258,25,E,51,S,,,1505646,612.60,0
2163,4828.608,"Mount",-1.236,0.521,1.340,0.058,0.837,0.000,190,W,0,,,,1419228,642.77,0
2164,4833.436,"Mount",-0.564,0.351,0.660,-0.077,0.474,0.000,108,W,0,,,,1507655,622.86,0
2165,4838.312,"Mount",0.658,-0.265,-0.708,-0.042,-0.413,0.000,94,E,0,,,,1402794,632.54,0
2166,4842.727,"Mount",0.204,0.136,-0.126,-0.210,0.000,0.000,0,,0,,,,1417795,686.57,0
2167,4847.569,"Mount",-0.243,-0.261,0.108,0.340,0.000,0.000,0,,0,,,,1408983,609.04,0
2168,4852.455,"Mount",-0.387,0.065,0.378,0.106,0.238,0.000,54,W,0,,,,1390001,637.48,0
2169,4857.082,"Mount",-0.305,-0.152,0.211,0.267,0.149,0.267,34,W,52,S,,,1421498,647.56,0
2170,4861.480,"Mount",0.321,-0.251,-0.397,0.090,-0.240,0.000,54,E,0,,,,1452041,646.28,0
2171,4866.042,"Mount",0.319,0.152,-0.224,-0.274,-0.158,0.000,36,E,0,,,,1397334,628.31,0
2172,4870.259,"Mount",0.013,-0.177,-0.088,0.155,0.000,0.000,0,,0,,,,1385347,620.03,0
2173,4874.971,"Mount",-0.931,0.340,0.987,0.090,0.622,0.000,141,W,0,,,,1428821,645.57,0
2174,4879.504,"Mount",-0.390,-0.142,0.292,0.295,0.228,0.295,52,W,58,S,,,1528033,695.54,0
2175,4884.264,"Mount",1.049,-0.361,-1.103,-0.122,-0.679,0.000,154,E,0,,,,1417595,690.88,0
2176,4888.483,"Mount",0.276,0.367,-0.093,-0.450,0.000,0.000,0,,0,,,,1412833,627.02,0
2177,4892.959,"Mount",0.181,0.337,-0.020,-0.382,0.000,0.000,0,,0,,,,1429650,572.67,0
2178,4897.640,"Mount",0.272,0.208,-0.157,-0.304,-0.099,0.000,22,E,0,,,,1461023,709.77,0
2179,4902.193,"Mount",0.266,0.043,-0.222,-0.152,-0.147,0.000,33,E,0,,,,1536619,728.14,0
2180,4907.516,"Mount",0.034,0.269,0.084,-0.258,0.000,-0.258,0,,1032,N,,,1406360,666.01,0
2181,4911.975,"Mount",-0.092,-0.225,-0.012,0.243,0.000,0.000,0,,0,,,,1385645,620.61,0
2182,4916.513,"Mount",-0.556,0.016,0.509,0.223,0.321,0.000,73,W,0,,,,1453666,652.87,0
2183,4920.978,"Mount",-0.313,-0.264,0.170,0.373,0.130,0.000,29,W,0,,,,1392435,598.14,0
2184,4925.246,"Mount",-0.078,0.057,0.095,-0.018,0.000,0.000,0,,0,,,,1372630,601.89,0
2185,4929.884,"Mount",-0.277,-0.041,0.233,0.156,0.147,0.000,33,W,0,,,,1367597,641.68,0
2186,4934.187,"Mount",-0.352,-0.197,0.233,0.329,0.157,0.000,36,W,0,,,,1402440,648.48,0
2187,4939.800,"Mount",-0.405,-0.169,0.294,0.326,0.196,0.326,45,W,1045,S,,,1387025,619.45,0
2188,4944.450,"Mount",0.016,-0.421,-0.194,0.374,-0.109,0.374,25,E,73,S,,,1388220,662.52,0
2189,4948.876,"Mount",0.042,-0.030,-0.050,0.009,0.000,0.000,0,,0,,,,1383637,636.31,0
2190,4953.382,"Mount",-0.266,0.016,0.248,0.099,0.156,0.000,35,W,0,,,,1406891,613.98,0
2191,4958.016,"Mount",-0.584,-0.151,0.463,0.386,0.303,0.386,69,W,76,S,,,1376791,595.87,0
2192,4962.522,"Mount",-0.649,0.061,0.613,0.223,0.407,0.223,92,W,44,S,,,1423756,653.40,0
2193,4966.943,"Mount",-0.097,0.053,0.110,-0.007,0.000,0.000,0,,0,,,,1338092,678.51,0
2194,4971.512,"Mount",-0.222,0.160,0.269,-0.050,0.170,0.000,38,W,0,,,,1398001,671.42,0
2195,4975.985,"Mount",-0.291,0.130,0.318,0.007,0.212,0.000,48,W,0,,,,1428660,663.65,0
2196,4980.328,"Mount",-0.292,0.240,0.367,-0.092,0.246,0.000,56,W,0,,,,1437204,643.93,0
2197,4984.698,"Mount",0.028,0.036,-0.010,-0.044,0.000,0.000,0,,0,,,,1372598,610.32,0
2198,4989.110,"Mount",0.307,-0.125,-0.331,-0.019,-0.208,0.000,47,E,0,,,,1382955,626.92,0
2199,4993.564,"Mount",-0.032,0.077,0.062,-0.055,0.000,0.000,0,,0,,,,1310257,531.03,0
2200,4997.976,"Mount",0.189,-0.041,-0.189,-0.044,-0.119,0.000,27,E,0,,,,1304473,578.24,0
2201,5002.608,"Mount",-0.263,0.101,0.281,0.021,0.169,0.000,38,W,0,,,,1326828,576.90,0
2202,5006.896,"Mount",-0.054,0.197,0.133,-0.155,0.096,0.000,22,W,0,,,,1363686,680.43,0
2203,5011.484,"Mount",0.282,-0.087,-0.292,-0.042,-0.177,0.000,40,E,0,,,,1386330,638.07,0
2204,5015.952,"Mount",0.506,-0.190,-0.539,-0.045,-0.352,0.000,80,E,0,,,,1359727,617.95,0
2205,5020.536,"Mount",-0.118,-0.181,0.029,0.214,0.000,0.214,0,,42,S,,,1331436,618.30,0
2206,5024.848,"Mount",-0.139,0.218,0.219,-0.138,0.138,0.000,31,W,0,,,,1369116,624.29,0
2207,5029.245,"Mount",0.018,0.305,0.114,-0.284,0.000,0.000,0,,0,,,,1381801,576.32,0
2208,5033.679,"Mount",0.306,0.381,-0.114,-0.475,0.000,0.000,0,,0,,,,1398125,601.68,0
2209,5038.465,"Mount",0.844,0.213,-0.672,-0.553,-0.424,0.000,96,E,0,,,,1478631,646.39,0
2210,5043.848,"Mount",0.591,0.037,-0.518,-0.286,-0.356,-0.286,81,E,1037,N,,,1438373,691.88,0
2211,5048.240,"Mount",-0.046,0.149,0.105,-0.115,0.000,0.000,0,,0,,,,1414577,658.28,0
2212,5052.691,"Mount",0.336,-0.072,-0.334,-0.078,-0.211,0.000,48,E,0,,,,1385505,628.14,0
2213,5057.504,"Mount",0.279,0.230,-0.153,-0.327,-0.111,-0.327,25,E,64,N,,,1406609,573.08,0
2214,5062.018,"Mount",0.334,0.237,-0.201,-0.357,-0.135,-0.357,31,E,70,N,,,1401475,656.67,0
2215,5066.568,"Mount",0.050,0.310,0.087,-0.302,0.000,-0.302,0,,59,N,,,1431885,660.08,0
2216,5070.913,"Mount",-0.181,0.122,0.216,-0.033,0.136,0.000,31,W,0,,,,1443666,683.76,0
2217,5075.576,"Mount",0.372,-0.395,-0.506,0.198,-0.309,0.000,70,E,0,,,,1399051,652.37,0
2218,5079.937,"Mount",0.295,-0.159,-0.335,0.018,-0.232,0.000,53,E,0,,,,1379364,608.53,0
2219,5084.323,"Mount",-0.034,-0.023,0.021,0.036,0.000,0.000,0,,0,,,,1463970,687.85,0
2220,5088.776,"Mount",-0.506,-0.076,0.425,0.285,0.268,0.000,61,W,0,,,,1408535,665.95,0
2221,5093.148,"Mount",-0.073,-0.307,-0.065,0.308,0.000,0.000,0,,0,,,,1359033,633.46,0
2222,5097.697,"Mount",0.235,-0.480,-0.417,0.333,-0.263,0.000,60,E,0,,,,1418447,576.26,0
2223,5102.180,"Mount",0.081,-0.342,-0.220,0.275,-0.157,0.000,36,E,0,,,,1384769,647.31,0
2224,5107.531,"Mount",-0.288,-0.524,0.037,0.597,0.000,0.597,0,,1098,S,,,1343535,588.01,0
2225,5112.240,"Mount",-1.010,0.048,0.933,0.389,0.588,0.389,133,W,76,S,,,1388635,660.09,0
2226,5116.609,"Mount",-0.145,-0.011,0.127,0.072,0.000,0.000,0,,0,,,,1455550,605.54,0
2227,5121.304,"Mount",-0.258,-0.241,0.131,0.328,0.082,0.328,19,W,64,S,,,1453618,638.39,0
2228,5125.533,"Mount",0.073,-0.086,-0.103,0.047,0.000,0.000,0,,0,,,,1330790,639.76,0
2229,5130.115,"Mount",-0.031,0.580,0.276,-0.510,0.174,0.000,39,W,0,,,,1398933,593.58,0
2230,5134.314,"Mount",0.199,0.432,0.005,-0.475,0.000,0.000,0,,0,,,,1424775,596.47,0
2231,5138.947,"Mount",0.336,0.115,-0.255,-0.248,-0.161,0.000,36,E,0,,,,1333237,592.45,0
2232,5143.254,"Mount",-0.095,0.159,0.154,-0.103,0.086,0.000,19,W,0,,,,1392898,617.74,0
2233,5147.794,"Mount",0.189,-0.012,-0.176,-0.070,-0.105,0.000,24,E,0,,,,1301698,561.33,0
2234,5152.138,"Mount",-0.109,0.291,0.223,-0.217,0.133,0.000,30,W,0,,,,1374305,598.07,0
2235,5156.526,"Mount",-0.080,0.136,0.130,-0.089,0.000,0.000,0,,0,,,,1405256,634.88,0
2236,5160.985,"Mount",0.381,0.009,-0.341,-0.171,-0.215,0.000,49,E,0,,,,1375341,630.42,0
2237,5165.545,"Mount",0.385,-0.055,-0.371,-0.115,-0.249,0.000,57,E,0,,,,1405441,617.96,0
2238,5169.807,"Mount",0.049,0.373,0.115,-0.358,0.000,0.000,0,,0,,,,1436698,634.23,0
2239,5174.479,"Mount",-0.460,0.450,0.609,-0.211,0.383,0.000,87,W,0,,,,1409921,624.64,0
2240,5178.794,"Mount",-0.208,-0.085,0.152,0.166,0.122,0.000,28,W,0,,,,1469314,689.79,0
2241,5183.184,"Mount",-0.090,0.215,0.173,-0.155,0.118,0.000,27,W,0,,,,1373123,641.98,0
2242,5187.683,"Mount",0.329,0.054,-0.274,-0.190,-0.164,0.000,37,E,0,,,,1413050,598.55,0
2243,5193.134,"Mount",0.054,0.247,0.057,-0.246,0.000,-0.246,0,,1029,N,,,1448635,651.88,0
2244,5197.595,"Mount",0.152,0.200,-0.052,-0.246,0.000,-0.246,0,,48,N,,,1383447,586.34,0
2245,5201.997,"Mount",-0.023,0.227,0.118,-0.195,0.000,0.000,0,,0,,,,1360366,641.04,0
2246,5206.428,"Mount",0.195,0.135,-0.119,-0.206,0.000,-0.206,0,,40,N,,,1446738,634.80,0
2247,5210.933,"Mount",0.369,-0.096,-0.375,-0.071,-0.236,0.000,54,E,0,,,,1526277,678.01,0
2248,5215.233,"Mount",0.092,-0.165,-0.154,0.110,-0.114,0.000,26,E,0,,,,1469139,653.95,0
2249,5219.667,"Mount",-0.212,-0.289,0.068,0.352,0.000,0.000,0,,0,,,,1368545,622.83,0
2250,5224.059,"Mount",-0.046,0.136,0.100,-0.103,0.000,0.000,0,,0,,,,1316946,584.94,0
2251,5228.542,"Mount",0.008,-0.000,-0.008,-0.003,0.000,0.000,0,,0,,,,1337608,548.32,0
2252,5233.040,"Mount",-0.069,0.002,0.063,0.028,0.000,0.000,0,,0,,,,1365633,619.10,0
2253,5237.673,"Mount",-0.486,-0.002,0.438,0.209,0.276,0.000,63,W,0,,,,1370883,654.31,0
2254,5242.016,"Mount",0.128,-0.245,-0.221,0.167,-0.120,0.000,27,E,0,,,,1378994,611.38,0
2255,5246.552,"Mount",0.641,-0.316,-0.714,0.012,-0.458,0.000,104,E,0,,,,1448878,650.02,0
2256,5252.048,"Mount",0.382,-0.484,-0.552,0.275,-0.380,0.275,86,E,1035,S,,,1450777,576.91,0
2257,5256.508,"Mount",-0.286,0.019,0.266,0.105,0.141,0.000,32,W,0,,,,1472199,644.83,0
2258,5260.984,"Mount",-0.602,-0.306,0.414,0.534,0.270,0.534,61,W,105,S,,,1450019,684.93,0
2259,5265.494,"Mount",-0.273,0.024,0.257,0.095,0.181,0.000,41,W,0,,,,1376308,633.45,0
2260,5269.710,"Mount",0.029,-0.132,-0.083,0.107,0.000,0.000,0,,0,,,,1385892,652.15,0
2261,5274.400,"Mount",-0.329,-0.085,0.262,0.217,0.165,0.217,37,W,43,S,,,1455844,663.84,0
2262,5278.766,"Mount",-0.158,0.198,0.227,-0.111,0.155,0.000,35,W,0,,,,1410916,652.74,0
2263,5283.308,"Mount",0.231,-0.063,-0.235,-0.041,-0.138,0.000,31,E,0,,,,1422925,660.43,0
2264,5287.591,"Mount",0.154,0.056,-0.115,-0.117,0.000,0.000,0,,0,,,,1473499,609.41,0
2265,5292.162,"Mount",0.185,-0.023,-0.177,-0.058,-0.112,0.000,25,E,0,,,,1348648,649.02,0
2266,5296.380,"Mount",-0.064,0.148,0.121,-0.106,0.000,0.000,0,,0,,,,1392358,679.41,0
2267,5300.952,"Mount",-0.097,-0.180,0.011,0.204,0.000,0.204,0,,40,S,,,1393009,625.59,0
2268,5305.256,"Mount",0.255,0.019,-0.222,-0.126,-0.140,0.000,32,E,0,,,,1355693,637.81,0
2269,5310.992,"Mount",0.390,0.489,-0.143,-0.609,-0.100,-0.609,23,E,1100,N,,,1433330,663.42,0
2270,5315.491,"Mount",0.269,0.286,-0.121,-0.373,0.000,-0.373,0,,73,N,,,1477098,581.88,0
2271,5319.992,"Mount",-0.134,0.086,0.158,-0.020,0.099,0.000,23,W,0,,,,1353178,681.81,0
2272,5324.304,"Mount",-0.203,0.109,0.231,-0.012,0.152,0.000,35,W,0,,,,1389681,633.89,0
2273,5328.885,"Mount",0.396,-0.489,-0.567,0.273,-0.346,0.000,79,E,0,,,,1454939,639.67,0
2274,5333.384,"Mount",0.527,0.078,-0.443,-0.296,-0.303,-0.296,69,E,58,N,,,1522805,662.33,0
2275,5338.351,"Mount",0.357,-0.089,-0.361,-0.072,-0.249,0.000,56,E,0,,,,1477429,649.95,0
Guiding Ends at 2026-08-10 23:47:25

Guiding Begins at 2026-08-11 00:08:34
Equipment Profile = SW4P_EVO
Dither = both axes, Dither scale = 1.000, Image noise reduction = 2x2 mean, Guide-frame time lapse = 0, Server enabled
Pixel scale = 2.91 arc-sec/px, Binning = 1, Focal length = 266 mm
Search region = 15 px, Star mass tolerance = 50.0%, Multi-star mode, list size = 12
 Camera = ZWO ASI120MM Mini (ASCOM), full size = 1280 x 960, have dark, dark dur = 3000, no defect map, pixel size = 3.8 um
Exposure = 4000 ms
Mount = GPUSB, connected, guiding enabled, AuxMount=CPWI_ASCOM_Telescope, xAngle = -25.3, xRate = 4.406, yAngle = -115.3, yRate = 5.100, parity = +/-
Norm rates RA = 13.9"/s @ dec 0, Dec = 14.8"/s; ortho.err. = 0.0 deg
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.130
Y guide algorithm = Resist Switch, Minimum move = 0.200 Aggression = 100% FastSwitch = enabled
Backlash comp = enabled, pulse = 981 ms
Max RA duration = 2500, Max DEC duration = 2500, DEC guide mode = Auto
RA Guide Speed = 14.9 a-s/s, Dec Guide Speed = 14.9 a-s/s, Cal Dec = 0.0, Last Cal Issue = None, Timestamp = 15/07/2026 22:18:28
RA = 20.01 hr, Dec = 22.8 deg, Hour angle = 0.19 hr, Pier side = East, Rotator pos = N/A, Alt = 70.2 deg, Az = 187.9 deg
Lock position = 176.038, 923.141, Star position = 176.038, 923.141, HFD = 2.99 px
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
INFO: SETTLING STATE CHANGE, Settling started
1,4.821,"Mount",0.053,0.024,0.037,-0.045,0.000,0.000,0,,0,,,,629788,406.98,0
2,9.087,"Mount",-0.011,-0.028,0.002,0.030,0.000,0.000,0,,0,,,,629523,410.42,0
