----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.2.0.9001--------------------------
-------------------------2026-09-11T19:28:25--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.17763---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
-----------------------------.NET 8.0.21------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 2---------------------------
--------------------Total Physical Memory 11.68 GB--------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2026-09-11T20:46:59.9393|INFO|SequenceItem.cs|Run|208|Starting Category: Monitor Di Sicurezza, Item: WaitUntilSafe
2026-09-11T20:46:59.9406|INFO|SequenceItem.cs|Run|254|Finishing Category: Monitor Di Sicurezza, Item: WaitUntilSafe
2026-09-11T20:46:59.9408|INFO|MeridianFlipTrigger.cs|ShouldTrigger|204|Meridian Flip - Telescope is not tracking. Skip flip evaluation
2026-09-11T20:46:59.9408|INFO|SequenceItem.cs|Run|208|Starting Category: Connetti, Item: ConnectEquipment, Selected device: Camera, Selected device id: 695A-M-0037ec709603ca4e3
2026-09-11T20:46:59.9409|INFO|ConnectEquipment.cs|Execute|186|Camera is already connected
2026-09-11T20:46:59.9409|INFO|SequenceItem.cs|Run|254|Finishing Category: Connetti, Item: ConnectEquipment, Selected device: Camera, Selected device id: 695A-M-0037ec709603ca4e3
2026-09-11T20:46:59.9410|INFO|MeridianFlipTrigger.cs|ShouldTrigger|204|Meridian Flip - Telescope is not tracking. Skip flip evaluation
2026-09-11T20:46:59.9410|INFO|SequenceItem.cs|Run|208|Starting Category: Connetti, Item: ConnectEquipment, Selected device: Focuser, Selected device id: ASCOM.PegasusAstro.Focuser
2026-09-11T20:46:59.9411|INFO|ConnectEquipment.cs|Execute|186|Focuser is already connected
2026-09-11T20:46:59.9411|INFO|SequenceItem.cs|Run|254|Finishing Category: Connetti, Item: ConnectEquipment, Selected device: Focuser, Selected device id: ASCOM.PegasusAstro.Focuser
2026-09-11T20:46:59.9412|INFO|MeridianFlipTrigger.cs|ShouldTrigger|204|Meridian Flip - Telescope is not tracking. Skip flip evaluation
2026-09-11T20:46:59.9412|INFO|SequenceItem.cs|Run|208|Starting Category: Connetti, Item: ConnectEquipment, Selected device: Filter Wheel, Selected device id: 695A-M-0037ec709603ca4e3
2026-09-11T20:46:59.9413|INFO|ConnectEquipment.cs|Execute|186|Filter Wheel is already connected
2026-09-11T20:46:59.9413|INFO|SequenceItem.cs|Run|254|Finishing Category: Connetti, Item: ConnectEquipment, Selected device: Filter Wheel, Selected device id: 695A-M-0037ec709603ca4e3
