"Date","Time","Cloud Condition","Rain Condition","Brightness Condition","Cloud Value","Cloud Sensor Temperature","Rain Value","Brightness Value","Ambient Temperature","Rain Heating Percentage","Rain Sensor Temperature","Heating Status","Switch Status","Read Cycle","Timeout Errors","Safe Status","Wind Condition","Wind Value","Relative Humidity","Dew Point","Raw IR Temperature","Absolute Pressure","Relative Pressure"
"2026-09-21","19:00:02","Clear","Dry","Very Light","-0.2","24.8","3200","2","26.1","33%","30.2","","Opened","7.377","38","Unsafe","Calm","4.4","62","18.3","10.3","1000.6","1012.1"
"2026-09-21","19:00:12","Clear","Dry","Very Light","-0.3","24.8","3200","2","26.0","33%","30.2","","Opened","7.321","38","Unsafe","Calm","4.8","62","18.3","10.3","1000.6","1012.0"
"2026-09-21","19:00:22","Clear","Dry","Very Light","-0.1","24.8","3200","2","26.0","33%","30.1","","Opened","7.397","38","Unsafe","Calm","5.2","62","18.3","10.4","1000.6","1012.0"
"2026-09-21","19:00:32","Clear","Dry","Very Light","-0.3","24.8","3200","2","26.0","33%","30.0","","Opened","7.329","38","Unsafe","Calm","5.7","63","18.3","10.3","1000.6","1012.0"
"2026-09-21","19:00:42","Clear","Dry","Very Light","-0.2","24.8","3200","2","26.0","33%","30.0","","Opened","7.291","38","Unsafe","Calm","5.8","63","18.3","10.3","1000.6","1012.1"
"2026-09-21","19:00:52","Clear","Dry","Very Light","-0.2","24.8","3200","2","26.0","33%","29.9","","Opened","7.559","38","Unsafe","Calm","5.9","63","18.3","10.3","1000.6","1012.0"
"2026-09-21","19:01:02","Clear","Dry","Very Light","-0.3","24.7","3200","2","26.0","33%","30.0","","Opened","7.307","38","Unsafe","Calm","5.9","62","18.3","10.2","1000.6","1012.0"
"2026-09-21","19:01:12","Clear","Dry","Very Light","-0.2","24.8","3200","2","26.0","33%","30.0","","Opened","7.379","38","Unsafe","Calm","5.9","62","18.3","10.3","1000.6","1012.0"
"2026-09-21","19:01:22","Clear","Dry","Very Light","-0.3","24.7","3200","2","26.0","33%","29.9","","Opened","7.321","38","Unsafe","Calm","5.7","63","18.3","10.2","1000.5","1012.0"
"2026-09-21","19:01:32","Clear","Dry","Very Light","-0.2","24.7","3200","2","26.0","33%","29.9","","Opened","7.257","38","Unsafe","Calm","5.4","63","18.3","10.3","1000.7","1012.2"
"2026-09-21","19:01:42","Clear","Dry","Very Light","-0.3","24.7","3200","2","26.0","33%","29.9","","Opened","7.325","38","Unsafe","Calm","5.2","63","18.3","10.3","1000.6","1012.0"
"2026-09-21","19:01:52","Clear","Dry","Very Light","-0.4","24.7","3200","2","25.9","33%","29.9","","Opened","7.448","38","Unsafe","Calm","5.2","63","18.3","10.1","1000.6","1012.0"
"2026-09-21","19:02:02","Clear","Dry","Very Light","-0.4","24.7","3200","2","25.9","33%","29.9","","Opened","7.318","38","Unsafe","Calm","5.5","63","18.2","10.1","1000.5","1012.0"
"2026-09-21","19:02:12","Clear","Dry","Very Light","-0.3","24.7","3200","2","25.9","33%","30.0","","Opened","7.260","38","Unsafe","Calm","5.2","63","18.3","10.2","1000.6","1012.0"
"2026-09-21","19:02:22","Clear","Dry","Very Light","-0.4","24.7","3200","2","25.9","33%","29.9","","Opened","7.338","38","Unsafe","Calm","5.4","63","18.3","10.1","1000.6","1012.0"
"2026-09-21","19:02:32","Clear","Dry","Very Light","-0.4","24.7","3200","2","25.9","33%","29.9","","Opened","7.274","38","Unsafe","Calm","5.4","63","18.3","10.1","1000.6","1012.0"
"2026-09-21","19:02:42","Clear","Dry","Very Light","-0.4","24.7","3200","2","25.9","33%","29.9","","Opened","7.343","38","Unsafe","Calm","5.1","63","18.2","10.1","1000.6","1012.0"
"2026-09-21","19:02:52","Clear","Dry","Very Light","-0.4","24.7","3200","2","25.9","33%","29.9","","Opened","7.483","38","Unsafe","Calm","4.8","63","18.2","10.0","1000.6","1012.1"
"2026-09-21","19:03:02","Clear","Dry","Very Light","-0.4","24.6","3200","2","25.9","33%","30.0","","Opened","7.367","38","Unsafe","Calm","4.7","63","18.2","10.0","1000.6","1012.0"
"2026-09-21","19:03:12","Clear","Dry","Very Light","-0.5","24.6","3200","2","25.9","33%","29.9","","Opened","7.313","38","Unsafe","Calm","4.8","63","18.3","10.0","1000.6","1012.0"
"2026-09-21","19:03:22","Clear","Dry","Very Light","-0.4","24.6","3200","2","25.9","33%","29.9","","Opened","7.382","38","Unsafe","Calm","4.8","63","18.3","10.1","1000.5","1012.0"
"2026-09-21","19:03:32","Clear","Dry","Very Light","-0.4","24.6","3200","2","25.9","33%","29.9","","Opened","7.318","38","Unsafe","Calm","5.1","63","18.2","10.0","1000.5","1012.0"
"2026-09-21","19:03:42","Clear","Dry","Very Light","-0.5","24.6","3200","2","25.9","33%","29.9","","Opened","7.277","38","Unsafe","Calm","5.4","63","18.2","10.0","1000.6","1012.0"
"2026-09-21","19:03:52","Clear","Dry","Very Light","-0.5","24.6","3200","2","25.8","33%","29.9","","Opened","7.551","38","Unsafe","Calm","5.5","63","18.2","10.0","1000.6","1012.1"
"2026-09-21","19:04:02","Clear","Dry","Very Light","-0.4","24.6","3200","2","25.8","33%","29.8","","Opened","7.298","38","Unsafe","Calm","5.8","63","18.2","10.1","1000.6","1012.1"
"2026-09-21","19:04:12","Clear","Dry","Very Light","-0.4","24.5","3200","2","25.8","33%","29.8","","Opened","7.369","38","Unsafe","Calm","5.9","63","18.3","10.0","1000.6","1012.1"
"2026-09-21","19:04:22","Clear","Dry","Very Light","-0.5","24.5","3200","2","25.8","33%","29.8","","Opened","7.312","38","Unsafe","Calm","5.9","63","18.2","9.9","1000.6","1012.1"
"2026-09-21","19:04:32","Clear","Dry","Very Light","-0.4","24.5","3200","2","25.8","33%","29.8","","Opened","7.379","38","Unsafe","Calm","5.7","63","18.2","10.0","1000.6","1012.1"
"2026-09-21","19:04:42","Clear","Dry","Very Light","-0.5","24.5","3200","2","25.8","33%","29.8","","Opened","7.313","38","Unsafe","Calm","5.5","63","18.2","10.0","1000.5","1012.0"
"2026-09-21","19:04:52","Clear","Dry","Very Light","-0.5","24.5","3200","2","25.8","33%","29.8","","Opened","7.560","38","Unsafe","Calm","5.5","63","18.2","9.9","1000.6","1012.1"
"2026-09-21","19:05:02","Clear","Dry","Very Light","-0.6","24.5","3200","2","25.8","33%","29.8","","Opened","7.335","38","Unsafe","Calm","5.1","63","18.2","9.8","1000.5","1012.0"
"2026-09-21","19:05:12","Clear","Dry","Very Light","-0.5","24.5","3200","2","25.8","33%","29.8","","Opened","7.272","38","Unsafe","Calm","4.7","63","18.2","9.9","1000.6","1012.1"
"2026-09-21","19:05:22","Clear","Dry","Very Light","-0.4","24.5","3200","2","25.8","33%","29.8","","Opened","7.332","38","Unsafe","Calm","4.7","63","18.2","10.0","1000.7","1012.2"
"2026-09-21","19:05:32","Clear","Dry","Very Light","-0.5","24.5","3200","2","25.8","33%","29.8","","Opened","7.273","38","Unsafe","Calm","4.8","63","18.2","9.9","1000.6","1012.1"
"2026-09-21","19:05:42","Clear","Dry","Very Light","-0.5","24.5","3200","2","25.8","33%","29.8","","Opened","7.344","38","Unsafe","Calm","5.1","63","18.2","9.9","1000.6","1012.1"
"2026-09-21","19:05:52","Clear","Dry","Very Light","-0.4","24.5","3200","2","25.7","33%","29.7","","Opened","7.483","38","Unsafe","Calm","5.2","63","18.2","10.0","1000.6","1012.1"
"2026-09-21","19:06:02","Clear","Dry","Very Light","-0.4","24.5","3200","2","25.7","33%","29.7","","Opened","7.359","38","Unsafe","Calm","5.5","63","18.2","10.0","1000.6","1012.1"
"2026-09-21","19:06:12","Clear","Dry","Very Light","-0.4","24.4","3200","2","25.7","33%","29.7","","Opened","7.303","38","Unsafe","Calm","5.7","63","18.2","10.0","1000.6","1012.1"
"2026-09-21","19:06:22","Clear","Dry","Very Light","-0.6","24.4","3200","2","25.7","33%","29.7","","Opened","7.375","38","Unsafe","Calm","5.5","63","18.2","9.8","1000.6","1012.1"
"2026-09-21","19:06:32","Clear","Dry","Very Light","-0.5","24.4","3200","2","25.7","33%","29.7","","Opened","7.316","38","Unsafe","Calm","5.4","63","18.2","9.9","1000.6","1012.1"
"2026-09-21","19:06:42","Clear","Dry","Very Light","-0.4","24.4","3200","2","25.7","33%","29.7","","Opened","7.389","38","Unsafe","Calm","5.1","63","18.2","10.0","1000.6","1012.1"
"2026-09-21","19:06:52","Clear","Dry","Very Light","-0.4","24.4","3200","2","25.7","33%","29.6","","Opened","7.504","38","Unsafe","Calm","5.2","63","18.2","10.0","1000.6","1012.1"
"2026-09-21","19:07:02","Clear","Dry","Very Light","-0.3","24.4","3200","2","25.7","33%","29.6","","Opened","7.394","38","Unsafe","Calm","5.5","63","18.1","10.1","1000.6","1012.1"
"2026-09-21","19:07:12","Clear","Dry","Very Light","-0.3","24.4","3200","2","25.7","33%","29.6","","Opened","7.342","38","Unsafe","Calm","5.9","63","18.2","10.1","1000.7","1012.2"
"2026-09-21","19:07:22","Clear","Dry","Very Light","-0.4","24.4","3200","2","25.6","33%","29.5","","Opened","7.282","38","Unsafe","Calm","5.9","63","18.2","9.9","1000.7","1012.2"
"2026-09-21","19:07:32","Clear","Dry","Very Light","-0.3","24.4","3200","2","25.6","33%","29.5","","Opened","7.351","38","Unsafe","Calm","6.1","63","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:07:42","Clear","Dry","Very Light","-0.4","24.4","3200","2","25.7","33%","29.5","","Opened","7.302","38","Unsafe","Calm","6.2","63","18.2","10.0","1000.6","1012.1"
"2026-09-21","19:07:52","Clear","Dry","Very Light","-0.5","24.4","3200","2","25.6","33%","29.5","","Opened","7.589","38","Unsafe","Calm","5.9","63","18.2","9.8","1000.6","1012.1"
"2026-09-21","19:08:02","Clear","Dry","Very Light","-0.4","24.4","3200","2","25.6","33%","29.5","","Opened","7.307","38","Unsafe","Calm","5.7","63","18.1","9.9","1000.6","1012.1"
"2026-09-21","19:08:12","Clear","Dry","Very Light","-0.2","24.4","3200","2","25.6","33%","29.5","","Opened","7.361","38","Unsafe","Calm","5.8","63","18.2","10.1","1000.6","1012.1"
"2026-09-21","19:08:22","Clear","Dry","Very Light","-0.4","24.4","3200","2","25.6","33%","29.5","","Opened","7.314","38","Unsafe","Calm","5.9","63","18.2","9.9","1000.6","1012.1"
"2026-09-21","19:08:32","Clear","Dry","Very Light","-0.3","24.4","3200","2","25.6","33%","29.5","","Opened","7.387","38","Unsafe","Calm","5.7","63","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:08:42","Clear","Dry","Very Light","-0.4","24.4","3200","2","25.6","33%","29.5","","Opened","7.312","38","Unsafe","Calm","5.5","63","18.1","9.9","1000.6","1012.1"
"2026-09-21","19:08:52","Clear","Dry","Very Light","-0.3","24.4","3200","2","25.6","33%","29.5","","Opened","7.553","38","Unsafe","Calm","5.5","63","18.1","10.0","1000.5","1012.0"
"2026-09-21","19:09:02","Clear","Dry","Very Light","-0.4","24.4","3200","2","25.6","33%","29.5","","Opened","7.334","38","Unsafe","Calm","5.7","63","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:09:12","Clear","Dry","Very Light","-0.3","24.3","3200","2","25.5","33%","29.5","","Opened","7.259","38","Unsafe","Calm","5.1","63","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:09:22","Clear","Dry","Very Light","-0.3","24.3","3200","2","25.6","33%","29.5","","Opened","7.321","38","Unsafe","Calm","5.0","63","18.2","10.0","1000.6","1012.1"
"2026-09-21","19:09:32","Clear","Dry","Very Light","-0.2","24.3","3200","2","25.6","33%","29.5","","Opened","7.396","38","Unsafe","Calm","5.2","63","18.1","10.1","1000.6","1012.1"
"2026-09-21","19:09:42","Clear","Dry","Very Light","-0.3","24.3","3200","2","25.5","33%","29.5","","Opened","7.342","38","Unsafe","Calm","5.2","64","18.1","9.9","1000.5","1012.0"
"2026-09-21","19:09:52","Clear","Dry","Very Light","-0.4","24.3","3200","2","25.5","33%","29.5","","Opened","7.486","38","Unsafe","Calm","5.4","64","18.1","9.9","1000.6","1012.1"
"2026-09-21","19:10:02","Clear","Dry","Very Light","-0.3","24.3","3200","2","25.5","33%","29.5","","Opened","7.374","38","Unsafe","Calm","5.2","64","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:10:12","Clear","Dry","Very Light","-0.1","24.3","3200","2","25.5","33%","29.5","","Opened","7.309","38","Unsafe","Calm","5.5","63","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:10:22","Clear","Dry","Very Light","-0.1","24.3","3200","2","25.5","33%","29.5","","Opened","7.380","38","Unsafe","Calm","5.8","64","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:10:32","Clear","Dry","Very Light","-0.3","24.3","3200","2","25.5","33%","29.4","","Opened","7.326","38","Unsafe","Calm","5.7","64","18.1","10.0","1000.5","1012.0"
"2026-09-21","19:10:42","Clear","Dry","Very Light","-0.3","24.3","3200","2","25.5","33%","29.5","","Opened","7.269","38","Unsafe","Calm","5.5","64","18.1","9.9","1000.6","1012.1"
"2026-09-21","19:10:52","Clear","Dry","Very Light","-0.1","24.3","3200","2","25.5","33%","29.5","","Opened","7.530","38","Unsafe","Calm","5.8","64","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:11:02","Clear","Dry","Very Light","0.0","24.3","3200","2","25.5","33%","29.4","","Opened","7.287","38","Unsafe","Calm","6.1","64","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:11:12","Clear","Dry","Very Light","-0.2","24.3","3200","2","25.5","33%","29.2","","Opened","7.351","38","Unsafe","Calm","5.9","64","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:11:22","Clear","Dry","Very Light","-0.2","24.3","3200","2","25.5","33%","29.2","","Opened","7.292","38","Unsafe","Calm","5.8","64","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:11:32","Clear","Dry","Very Light","-0.1","24.3","3200","2","25.5","33%","29.2","","Opened","7.374","38","Unsafe","Calm","5.8","64","18.1","10.1","1000.6","1012.1"
"2026-09-21","19:11:42","Clear","Dry","Very Light","-0.2","24.3","3200","2","25.5","33%","29.2","","Opened","7.310","38","Unsafe","Calm","5.9","64","18.1","10.0","1000.5","1012.0"
"2026-09-21","19:11:52","Clear","Dry","Very Light","-0.3","24.2","3200","2","25.5","33%","29.4","","Opened","7.558","38","Unsafe","Calm","5.5","64","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:12:02","Clear","Dry","Very Light","-0.1","24.2","3200","2","25.4","33%","29.2","","Opened","7.327","38","Unsafe","Calm","5.7","64","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:12:12","Clear","Dry","Very Light","-0.1","24.2","3200","2","25.4","33%","29.2","","Opened","7.276","38","Unsafe","Calm","5.7","64","18.1","10.1","1000.5","1012.0"
"2026-09-21","19:12:22","Clear","Dry","Very Light","-0.3","24.2","3200","2","25.4","33%","29.4","","Opened","7.357","38","Unsafe","Calm","5.4","64","18.1","9.9","1000.5","1012.0"
"2026-09-21","19:12:32","Clear","Dry","Very Light","-0.1","24.2","3200","2","25.4","33%","29.4","","Opened","7.292","38","Unsafe","Calm","5.4","64","18.1","10.2","1000.5","1012.0"
"2026-09-21","19:12:42","Clear","Dry","Very Light","-0.1","24.2","3200","2","25.4","33%","29.4","","Opened","7.364","38","Unsafe","Calm","5.4","64","18.1","10.1","1000.6","1012.1"
"2026-09-21","19:12:52","Clear","Dry","Very Light","-0.2","24.2","3200","2","25.4","33%","29.4","","Opened","7.488","38","Unsafe","Calm","5.5","64","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:13:02","Clear","Dry","Very Light","0.0","24.2","3200","2","25.4","33%","29.4","","Opened","7.375","38","Unsafe","Calm","5.2","64","18.1","10.2","1000.5","1012.0"
"2026-09-21","19:13:12","Clear","Dry","Very Light","-0.2","24.2","3200","2","25.4","33%","29.4","","Opened","7.327","38","Unsafe","Calm","5.2","64","18.1","10.0","1000.5","1012.0"
"2026-09-21","19:13:22","Clear","Dry","Very Light","-0.1","24.2","3200","2","25.4","33%","29.2","","Opened","7.270","38","Unsafe","Calm","5.5","64","18.1","10.1","1000.5","1012.0"
"2026-09-21","19:13:32","Clear","Dry","Very Light","0.0","24.2","3200","2","25.4","33%","29.4","","Opened","7.339","38","Unsafe","Calm","5.5","64","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:13:42","Clear","Dry","Very Light","-0.2","24.2","3200","2","25.4","33%","29.4","","Opened","7.293","38","Unsafe","Calm","5.5","64","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:13:52","Clear","Dry","Very Light","0.0","24.2","3200","2","25.4","33%","29.2","","Opened","7.559","38","Unsafe","Calm","5.8","64","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:14:02","Clear","Dry","Very Light","-0.1","24.2","3200","2","25.4","33%","29.2","","Opened","7.314","38","Unsafe","Calm","5.7","64","18.1","10.1","1000.6","1012.1"
"2026-09-21","19:14:12","Clear","Dry","Very Light","0.1","24.2","3200","2","25.3","33%","29.1","","Opened","7.262","38","Unsafe","Calm","5.8","64","18.1","10.3","1000.6","1012.1"
"2026-09-21","19:14:22","Clear","Dry","Very Light","0.0","24.2","3200","2","25.3","33%","29.1","","Opened","7.332","38","Unsafe","Calm","5.9","64","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:14:32","Clear","Dry","Very Light","-0.1","24.2","3200","2","25.4","33%","29.1","","Opened","7.269","38","Unsafe","Calm","5.9","64","18.1","10.1","1000.5","1012.0"
"2026-09-21","19:14:42","Clear","Dry","Very Light","-0.1","24.2","3200","2","25.3","33%","29.1","","Opened","7.337","38","Unsafe","Calm","6.1","64","18.1","10.1","1000.5","1012.0"
"2026-09-21","19:14:52","Clear","Dry","Very Light","-0.1","24.2","3200","2","25.3","33%","29.1","","Opened","7.501","38","Unsafe","Calm","5.7","64","18.1","10.1","1000.6","1012.1"
"2026-09-21","19:15:02","Clear","Dry","Very Light","0.0","24.2","3200","2","25.3","33%","29.1","","Opened","7.376","38","Unsafe","Calm","5.7","64","18.0","10.1","1000.5","1012.0"
"2026-09-21","19:15:12","Clear","Dry","Very Light","-0.1","24.2","3200","2","25.3","33%","29.1","","Opened","7.314","38","Unsafe","Calm","5.4","64","18.1","10.1","1000.5","1012.0"
"2026-09-21","19:15:22","Clear","Dry","Very Light","0.0","24.1","3200","2","25.3","33%","29.1","","Opened","7.388","38","Unsafe","Calm","5.0","64","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:15:32","Clear","Dry","Very Light","0.0","24.1","3200","2","25.3","33%","29.2","","Opened","7.326","38","Unsafe","Calm","5.0","64","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:15:42","Clear","Dry","Very Light","-0.2","24.1","3200","2","25.3","33%","29.2","","Opened","7.287","38","Unsafe","Calm","4.7","64","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:15:52","Clear","Dry","Very Light","-0.1","24.1","3200","2","25.3","33%","29.2","","Opened","7.542","38","Unsafe","Calm","4.7","64","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:16:02","Clear","Dry","Very Light","-0.1","24.1","3200","2","25.3","33%","29.2","","Opened","7.297","38","Unsafe","Calm","4.7","64","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:16:12","Clear","Dry","Very Light","-0.1","24.1","3200","2","25.3","33%","29.2","","Opened","7.375","38","Unsafe","Calm","4.8","64","18.1","10.1","1000.5","1012.0"
"2026-09-21","19:16:22","Clear","Dry","Very Light","0.0","24.1","3200","2","25.3","33%","29.2","","Opened","7.315","38","Unsafe","Calm","5.2","64","18.1","10.1","1000.5","1012.0"
"2026-09-21","19:16:32","Clear","Dry","Very Light","-0.1","24.1","3200","2","25.3","33%","29.1","","Opened","7.385","38","Unsafe","Calm","5.4","64","18.1","10.1","1000.6","1012.1"
"2026-09-21","19:16:42","Clear","Dry","Very Light","0.0","24.1","3200","2","25.3","33%","29.1","","Opened","7.341","38","Unsafe","Calm","5.9","64","18.1","10.2","1000.5","1012.0"
"2026-09-21","19:16:52","Clear","Dry","Very Light","0.0","24.1","3200","2","25.3","33%","29.0","","Opened","7.458","38","Unsafe","Calm","6.2","64","18.1","10.1","1000.7","1012.2"
"2026-09-21","19:17:02","Clear","Dry","Very Light","0.0","24.1","3200","2","25.3","33%","29.0","","Opened","7.358","38","Unsafe","Calm","6.2","64","18.1","10.1","1000.5","1012.0"
"2026-09-21","19:17:12","Clear","Dry","Very Light","-0.1","24.1","3200","2","25.3","33%","29.0","","Opened","7.298","38","Unsafe","Calm","6.1","64","18.1","10.0","1000.5","1012.0"
"2026-09-21","19:17:22","Clear","Dry","Very Light","0.0","24.1","3200","2","25.3","33%","29.0","","Opened","7.368","38","Unsafe","Calm","6.1","64","18.1","10.2","1000.6","1012.1"
"2026-09-21","19:17:32","Clear","Dry","Very Light","-0.1","24.1","3200","2","25.2","33%","29.1","","Opened","7.304","38","Unsafe","Calm","5.8","64","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:17:42","Clear","Dry","Very Light","-0.1","24.1","3200","2","25.3","33%","29.1","","Opened","7.398","38","Unsafe","Calm","5.2","64","18.1","10.0","1000.5","1012.0"
"2026-09-21","19:17:52","Clear","Dry","Very Light","-0.1","24.1","3200","2","25.3","33%","29.1","","Opened","7.503","38","Unsafe","Calm","5.0","64","18.0","10.0","1000.6","1012.1"
"2026-09-21","19:18:02","Clear","Dry","Very Light","-0.1","24.0","3200","2","25.2","33%","29.1","","Opened","7.267","38","Unsafe","Calm","4.8","64","18.0","10.0","1000.6","1012.1"
"2026-09-21","19:18:12","Clear","Dry","Very Light","-0.1","24.0","3200","2","25.2","33%","29.1","","Opened","7.337","38","Unsafe","Calm","4.8","64","18.0","10.0","1000.6","1012.1"
"2026-09-21","19:18:22","Clear","Dry","Very Light","-0.2","24.0","3200","2","25.2","33%","29.1","","Opened","7.271","38","Unsafe","Calm","4.5","64","18.0","9.9","1000.5","1012.0"
"2026-09-21","19:18:32","Clear","Dry","Very Light","-0.2","24.0","3200","2","25.2","33%","29.2","","Opened","7.341","38","Unsafe","Calm","4.4","64","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:18:42","Clear","Dry","Very Light","-0.2","24.0","3200","2","25.2","33%","29.2","","Opened","7.283","38","Unsafe","Calm","4.7","64","18.0","10.0","1000.7","1012.2"
"2026-09-21","19:18:52","Clear","Dry","Very Light","-0.2","24.0","3200","2","25.2","33%","29.1","","Opened","7.553","38","Unsafe","Calm","4.8","64","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:19:02","Clear","Dry","Very Light","-0.1","24.0","3200","2","25.2","33%","29.2","","Opened","7.302","38","Unsafe","Calm","5.0","64","18.0","10.0","1000.6","1012.1"
"2026-09-21","19:19:12","Clear","Dry","Very Light","-0.2","24.0","3200","2","25.2","33%","29.1","","Opened","7.370","38","Unsafe","Calm","5.0","64","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:19:22","Clear","Dry","Very Light","-0.2","24.0","3200","2","25.2","33%","29.1","","Opened","7.309","38","Unsafe","Calm","5.0","64","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:19:32","Clear","Dry","Very Light","0.0","24.0","3200","2","25.2","33%","29.1","","Opened","7.389","38","Unsafe","Calm","5.2","65","18.0","10.1","1000.6","1012.1"
"2026-09-21","19:19:42","Clear","Dry","Very Light","0.0","24.0","3200","2","25.2","33%","29.1","","Opened","7.334","38","Unsafe","Calm","5.7","64","18.0","10.1","1000.6","1012.1"
"2026-09-21","19:19:52","Clear","Dry","Very Light","-0.1","24.0","3200","2","25.2","33%","29.0","","Opened","7.481","38","Unsafe","Calm","6.1","65","18.0","10.0","1000.8","1012.3"
"2026-09-21","19:20:02","Clear","Dry","Very Light","0.1","24.0","3200","2","25.2","33%","28.9","","Opened","7.377","38","Unsafe","Calm","6.8","65","18.0","10.2","1000.7","1012.2"
"2026-09-21","19:20:12","Clear","Dry","Very Light","0.0","24.0","3200","2","25.1","33%","28.8","Heating UP","Opened","7.421","38","Unsafe","Calm","6.9","65","18.0","10.1","1000.6","1012.1"
"2026-09-21","19:20:22","Clear","Dry","Very Light","-0.1","24.0","3200","2","25.2","34%","28.9","","Opened","7.283","38","Unsafe","Calm","6.9","65","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:20:32","Clear","Dry","Very Light","-0.1","24.0","3200","2","25.1","34%","28.9","","Opened","7.359","38","Unsafe","Calm","6.9","65","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:20:42","Clear","Dry","Very Light","-0.1","24.0","3200","2","25.1","34%","28.9","","Opened","7.293","38","Unsafe","Calm","6.6","65","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:20:52","Clear","Dry","Very Light","0.0","24.0","3200","2","25.1","34%","28.8","Heating UP","Opened","7.699","38","Unsafe","Calm","6.4","65","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:21:02","Clear","Dry","Very Light","-0.2","24.0","3200","2","25.1","35%","28.8","","Opened","7.363","38","Unsafe","Calm","5.4","65","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:21:12","Clear","Dry","Very Light","-0.1","24.0","3200","2","25.1","35%","28.9","","Opened","7.295","38","Unsafe","Calm","5.4","65","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:21:22","Clear","Dry","Very Light","0.0","24.0","3200","2","25.1","35%","28.8","","Opened","7.366","38","Unsafe","Calm","5.9","65","18.0","10.0","1000.6","1012.1"
"2026-09-21","19:21:32","Clear","Dry","Very Light","-0.2","24.0","3200","2","25.1","35%","28.8","","Opened","7.304","38","Unsafe","Calm","5.8","65","18.0","9.9","1000.7","1012.2"
"2026-09-21","19:21:42","Clear","Dry","Very Light","-0.1","24.0","3200","2","25.1","35%","28.9","","Opened","7.359","38","Unsafe","Calm","5.7","65","18.0","10.0","1000.6","1012.1"
"2026-09-21","19:21:52","Clear","Dry","Very Light","-0.1","23.9","3200","2","25.1","35%","28.9","","Opened","7.490","38","Unsafe","Calm","5.5","65","18.1","9.9","1000.6","1012.1"
"2026-09-21","19:22:02","Clear","Dry","Very Light","-0.1","23.9","3200","2","25.1","35%","29.0","","Opened","7.381","38","Unsafe","Calm","6.1","65","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:22:12","Clear","Dry","Very Light","-0.1","23.9","3200","2","25.1","35%","29.0","","Opened","7.305","38","Unsafe","Calm","6.2","65","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:22:22","Clear","Dry","Very Light","-0.1","23.9","3200","2","25.1","35%","29.0","","Opened","7.382","38","Unsafe","Calm","5.9","65","18.0","10.0","1000.6","1012.1"
"2026-09-21","19:22:32","Clear","Dry","Very Light","0.0","23.9","3200","2","25.1","35%","29.0","","Opened","7.325","38","Unsafe","Calm","6.2","65","18.1","10.0","1000.6","1012.1"
"2026-09-21","19:22:42","Clear","Dry","Very Light","-0.1","23.9","3200","2","25.1","35%","29.0","","Opened","7.373","38","Unsafe","Calm","6.2","65","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:22:52","Clear","Dry","Very Light","-0.2","23.9","3200","2","25.1","35%","28.9","","Opened","7.499","38","Unsafe","Calm","6.2","65","18.0","9.8","1000.6","1012.1"
"2026-09-21","19:23:02","Clear","Dry","Very Light","-0.1","23.9","3200","2","25.1","35%","29.0","","Opened","7.283","38","Unsafe","Calm","5.9","65","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:23:12","Clear","Dry","Very Light","-0.1","23.9","3200","2","25.0","35%","29.0","","Opened","7.334","38","Unsafe","Calm","5.5","65","18.0","9.9","1000.6","1012.1"
"2026-09-21","19:23:22","Clear","Dry","Very Light","-0.2","23.9","3200","2","25.0","35%","29.0","","Opened","7.289","38","Unsafe","Calm","5.2","65","18.0","9.8","1000.6","1012.1"
